"gene","logFC","log.p.value","log.FDR","std.logFC","cellType.target","rank_marker","anno_logFC"
"CDC14A",1.03883327933429,-21411.7957228442,-21404.8410243437,2.49644622486418,"Astrocyte",32," std logFC = 2.496"
"GLI2",0.728826043656433,-21166.9627314081,-21160.0388045662,2.47856196398362,"Astrocyte",33," std logFC = 2.479"
"SLC7A11",1.226794456596,-20708.4629615931,-20701.5688877144,2.44497842410807,"Astrocyte",34," std logFC = 2.445"
"AC099792",0.923540850657025,-20563.953188778,-20557.0881024362,2.43436775709701,"Astrocyte",35," std logFC = 2.434"
"EYA1",1.01775824112445,-20415.7008047098,-20408.8638892449,2.42346894342533,"Astrocyte",36," std logFC = 2.423"
"PHF21B",1.0438684438509,-20310.9047129468,-20304.0951964561,2.41575651697644,"Astrocyte",37," std logFC = 2.416"
"AC091826",1.16327526214695,-20219.6117932567,-20212.8289450131,2.40903214365258,"Astrocyte",38," std logFC = 2.409"
"TPD52L1",1.23736507758055,-20067.7279121556,-20060.9710393984,2.39783283777581,"Astrocyte",39," std logFC = 2.398"
"WDR49",0.948513630784343,-19931.6351850773,-19924.9036301281,2.38778496288412,"Astrocyte",40," std logFC = 2.388"
"ADGRA3",1.17653446759086,-19814.0098298613,-19807.3029675247,2.37909050141317,"Astrocyte",41," std logFC = 2.379"
"ATP1A2",1.26919187305222,-19582.3456445901,-19575.662879805,2.36193877862519,"Astrocyte",42," std logFC = 2.362"
"BOC",0.863611149596357,-18725.286730673,-18718.6274963854,2.29814362109505,"Astrocyte",43," std logFC = 2.298"
"LINC01748",1.07407616751411,-18693.9623883563,-18687.3261435869,2.29580126628726,"Astrocyte",44," std logFC = 2.296"
"ITGB4",0.860684302237515,-18525.1241101687,-18518.5103382551,2.28316227554875,"Astrocyte",45," std logFC = 2.283"
"CGNL1",0.788261483817755,-18188.5187049571,-18181.9269119503,2.25789376841912,"Astrocyte",46," std logFC = 2.258"
"LAMA1",0.70705173611063,-17818.4940090978,-17811.9237222962,2.23000326018349,"Astrocyte",47," std logFC = 2.23"
"FGF2",0.968924105719283,-17816.3064991816,-17809.7572657892,2.22983801262151,"Astrocyte",48," std logFC = 2.23"
"STK33",1.02233712682374,-17660.2267299616,-17653.6981158564,2.21803618888532,"Astrocyte",49," std logFC = 2.218"
"STOX1",0.925544362445228,-17574.10395213,-17567.5955407322,2.2115144107151,"Astrocyte",50," std logFC = 2.212"
"NPL",1.10740259222469,-17449.0670540114,-17442.5784452408,2.20203332812528,"Astrocyte",51," std logFC = 2.202"
"AL445426",0.719154336480415,-17336.5403873994,-17330.0711967147,2.19348802697092,"Astrocyte",52," std logFC = 2.193"
"OSMR-AS1",0.706517864242968,-17261.4171202763,-17254.9669777866,2.18777628664574,"Astrocyte",53," std logFC = 2.188"
"PLSCR4",0.914387856208216,-17180.3272328042,-17173.8957824474,2.18160465030275,"Astrocyte",54," std logFC = 2.182"
"F3",0.729249189788936,-16917.872760904,-16911.459659686,2.16158427946604,"Astrocyte",55," std logFC = 2.162"
"ACACB",1.20603626236834,-16861.8760836307,-16855.4810009181,2.15730364385923,"Astrocyte",56," std logFC = 2.157"
"AQP4",1.14851697119129,-16822.3457495381,-16815.9683664026,2.15427980152673,"Astrocyte",57," std logFC = 2.154"
"MAPK4",1.15062453318103,-16574.5822316492,-16568.2222402564,2.13528963203286,"Astrocyte",58," std logFC = 2.135"
"ADGRV1",1.28836529174882,-16169.0554030993,-16162.7125061399,2.10406252050355,"Astrocyte",59," std logFC = 2.104"
"SYTL4",0.778630445373916,-16109.7846350405,-16103.4585451994,2.09948285671168,"Astrocyte",60," std logFC = 2.099"
"BCL6",1.09031522373836,-15869.8912095774,-15863.5816490383,2.08090506925831,"Astrocyte",61," std logFC = 2.081"
"FRMPD2",0.779290412322997,-15670.0909164366,-15663.7976164184,2.06537953917218,"Astrocyte",62," std logFC = 2.065"
"ACOT11",0.990443567643678,-15617.8638721111,-15611.5865724342,2.06131315251497,"Astrocyte",63," std logFC = 2.061"
"GRAMD2B",1.20138258023693,-15411.6358553875,-15405.3743040676,2.04522287548308,"Astrocyte",64," std logFC = 2.045"
"SERPINI2",0.677245818436126,-15402.6745652501,-15396.4285181167,2.04452247549402,"Astrocyte",65," std logFC = 2.045"
"ATP13A4",1.1112126711024,-15299.1591986229,-15292.9284189616,2.03642437657043,"Astrocyte",66," std logFC = 2.036"
"ACSS1",0.956432548443352,-14813.7221170818,-14807.5063752979,1.99825851950264,"Astrocyte",67," std logFC = 1.998"
"LRIG1",1.15357467843425,-14727.7405995442,-14721.539672846,1.99146483724841,"Astrocyte",68," std logFC = 1.991"
"RGMA",0.639685148833197,-14476.6493535624,-14470.4630256637,1.97156493119371,"Astrocyte",69," std logFC = 1.972"
"ZFP36L1",0.933697554719688,-14405.8252969229,-14399.6533577616,1.96593527733474,"Astrocyte",70," std logFC = 1.966"
"AC008957",0.697130805468153,-14230.373248524,-14224.2154939977,1.95195675853275,"Astrocyte",71," std logFC = 1.952"
"SDC4",0.679467433825606,-14132.0299529234,-14125.8861846391,1.94410119288218,"Astrocyte",72," std logFC = 1.944"
"AHNAK",0.838828077742967,-14115.8836718909,-14109.7536969288,1.9428100223172,"Astrocyte",73," std logFC = 1.943"
"ID4",0.695883242040997,-13824.5777610117,-13818.4613917016,1.91944487547268,"Astrocyte",74," std logFC = 1.919"
"RYR3",1.21166028255271,-13687.198313661,-13681.0953673712,1.90837866615025,"Astrocyte",75," std logFC = 1.908"
"CA12",0.616722003023692,-13680.841199758,-13674.751498695,1.90786583803809,"Astrocyte",76," std logFC = 1.908"
"LINC00982",0.492714374498512,-13287.1063700739,-13281.0297410924,1.87597061029437,"Astrocyte",77," std logFC = 1.876"
"ITPKB",1.06390594343775,-13136.8822142227,-13130.8184886461,1.86373066847308,"Astrocyte",78," std logFC = 1.864"
"FAM198B-AS1",0.590947060127827,-12987.8266477638,-12981.775661213,1.85154593819347,"Astrocyte",79," std logFC = 1.852"
"SOX6",1.18605179783279,-12987.5540982308,-12981.5156904622,1.85152362123931,"Astrocyte",80," std logFC = 1.852"
"SHROOM3",0.852706874878735,-12967.3478813393,-12961.3218960907,1.84986871177843,"Astrocyte",81," std logFC = 1.85"
"OSBPL11",0.959347059842922,-12959.0957826797,-12953.0820675237,1.84919264059851,"Astrocyte",82," std logFC = 1.849"
"LINC00499",0.695035929572587,-12955.9150943448,-12949.9135005493,1.84893202226716,"Astrocyte",83," std logFC = 1.849"
"EYA2",0.813341731572587,-12840.7064737674,-12834.716856163,1.83947944286807,"Astrocyte",84," std logFC = 1.839"
"ADAMTS17",1.03471827561534,-12741.3042793604,-12735.3264962136,1.83130373500768,"Astrocyte",85," std logFC = 1.831"
"PITPNC1",1.20431009072251,-12703.4440108689,-12697.4779237618,1.82818483707444,"Astrocyte",86," std logFC = 1.828"
"WLS",0.996769470972128,-12696.242803981,-12690.2882776963,1.82759129692165,"Astrocyte",87," std logFC = 1.828"
"CABLES1",1.02269730363468,-12404.46835834,-12398.5252607512,1.80345758592228,"Astrocyte",88," std logFC = 1.803"
"ABCC9",0.57253421724637,-12304.063969721,-12298.1321716874,1.79511360659044,"Astrocyte",89," std logFC = 1.795"
"GJA1",0.830113425496013,-12009.3785340748,-12003.4579093419,1.77050405482065,"Astrocyte",90," std logFC = 1.771"
"GRAMD1C",0.899372651561837,-11961.3118107957,-11955.4022358989,1.76647254393199,"Astrocyte",91," std logFC = 1.766"
"GNA14-AS1",0.554254451156718,-11855.2059507321,-11849.3073049059,1.75755540954004,"Astrocyte",92," std logFC = 1.758"
"EZR",0.646940228102485,-11741.2143628229,-11735.3265279128,1.74794802594678,"Astrocyte",93," std logFC = 1.748"
"DPP10-AS3",0.618721196121803,-11648.0778674043,-11642.2007277833,1.74007680930012,"Astrocyte",94," std logFC = 1.74"
"ALDH1A1",0.528256540507755,-11541.2681115505,-11535.4015540388,1.73102578125099,"Astrocyte",95," std logFC = 1.731"
"ITPR2",1.14683336246346,-11452.2792587275,-11446.4231725157,1.7234647937352,"Astrocyte",96," std logFC = 1.723"
"ANGPTL4",0.609346085329334,-11448.0888439258,-11442.243120501,1.72310829746118,"Astrocyte",97," std logFC = 1.723"
"AC002429",0.95228760921727,-11372.2641155922,-11366.4286486675,1.7166504262804,"Astrocyte",98," std logFC = 1.717"
"IGFBP7",0.718959163958278,-11353.6406884748,-11347.8153739216,1.71506221695331,"Astrocyte",99," std logFC = 1.715"
"PDGFRB",0.582955435041354,-11249.9807416157,-11244.1654773984,1.70620690967458,"Astrocyte",100," std logFC = 1.706"
"GAD2",1.13861304680383,-48363.4945797742,-48353.0741453709,3.32781557629718,"InN",1," std logFC = 3.328"
"DLX6-AS1",1.01790509105188,-40259.3511494244,-40249.6238622017,2.88464952064994,"InN",2," std logFC = 2.885"
"GAD1",1.0054060278053,-39926.9811923105,-39917.6593701959,2.86676620539923,"InN",3," std logFC = 2.867"
"ZNF385D",0.994032970128123,-22163.7695822158,-22154.7354421736,1.91770610584316,"InN",4," std logFC = 1.918"
"ANKRD55",0.725627763620838,-20374.049750199,-20365.2387537081,1.81940468302842,"InN",5," std logFC = 1.819"
"SV2C",0.700820474148582,-17509.1095840644,-17500.4809091303,1.65868000342519,"InN",6," std logFC = 1.659"
"PWRN1",0.811665945260852,-16789.1136810414,-16780.6391567872,1.6174484234566,"InN",7," std logFC = 1.617"
"GRIP2",0.531463302161439,-16683.2588630927,-16674.917870231,1.61135285613454,"InN",8," std logFC = 1.611"
"SLC35F4",0.7602342104749,-15202.2234213352,-15194.0002115092,1.52505906914278,"InN",9," std logFC = 1.525"
"BTBD11",0.578426880175402,-13760.3480521834,-13752.230202873,1.43894984831408,"InN",10," std logFC = 1.439"
"PTCHD4",0.635985261458013,-12575.5352000612,-12567.5126609306,1.36630047053098,"InN",11," std logFC = 1.366"
"UNC5D",0.8817545815321,-12434.5095354543,-12426.5740077008,1.35752276772061,"InN",12," std logFC = 1.358"
"NYAP2",0.711866237201857,-11680.7755216097,-11672.9200365639,1.31008500941269,"InN",13," std logFC = 1.31"
"VSTM2A",0.664401674347001,-11044.5546247986,-11036.773247725,1.26929678235267,"InN",14," std logFC = 1.269"
"DCX",0.630873063667257,-10992.0811058431,-10984.3687216409,1.2658997059799,"InN",15," std logFC = 1.266"
"GRM4",0.371275475791836,-10697.7874969802,-10690.1396512991,1.24674904014871,"InN",16," std logFC = 1.247"
"IGF1",0.38825347458805,-10658.9144605417,-10651.3272394824,1.24420667261095,"InN",17," std logFC = 1.244"
"RPH3A",0.618707410676981,-10550.7445555871,-10543.2144929417,1.23711607886225,"InN",18," std logFC = 1.237"
"SYNPR",0.730206036508965,-10409.4185757201,-10401.9425802959,1.22781582755366,"InN",19," std logFC = 1.228"
"TACR1",0.480197900545686,-10346.3388721458,-10338.914170016,1.22365123266256,"InN",20," std logFC = 1.224"
"GRIP1",0.777543904455308,-10293.1702792914,-10285.7943673258,1.22013440936126,"InN",21," std logFC = 1.22"
"NHS",0.672445618371063,-10193.022131143,-10185.692739193,1.21349360017216,"InN",22," std logFC = 1.213"
"ENTPD3",0.561328071063986,-10079.2971732958,-10072.0122331084,1.20592590270915,"InN",23," std logFC = 1.206"
"RERG",0.64725541228537,-9739.91318472986,-9732.6708041569,1.18316802769116,"InN",24," std logFC = 1.183"
"KIAA1211",0.700353980979746,-9544.99470789141,-9537.79314931297,1.16997493806735,"InN",25," std logFC = 1.17"
"VAT1L",0.605016699361727,-9530.79044398417,-9523.62810611889,1.16900990509729,"InN",26," std logFC = 1.169"
"FGF13",0.674579194817837,-9413.5563034119,-9406.4317058746,1.1610259186846,"InN",27," std logFC = 1.161"
"SCG2",0.506630107625747,-9387.19050808512,-9380.10227819199,1.15922558207976,"InN",28," std logFC = 1.159"
"SCN7A",0.455723372734545,-9339.64763685119,-9332.59449827787,1.15597474942118,"InN",29," std logFC = 1.156"
"AC087457",0.330925349609962,-9308.86381412183,-9301.84457710019,1.1538667665309,"InN",30," std logFC = 1.154"
"ZNF804B",0.691689038058948,-9210.73596404115,-9203.74951684233,1.14713091981233,"InN",31," std logFC = 1.147"
"ANK1",0.431546178642634,-9196.28549406247,-9189.33079556196,1.14613686600375,"InN",32," std logFC = 1.146"
"GPR149",0.348707733745197,-9117.64687503952,-9110.72294819768,1.14071761713311,"InN",33," std logFC = 1.141"
"FSTL5",0.741466135541512,-9069.27947912568,-9062.38540524699,1.13737627360663,"InN",34," std logFC = 1.137"
"BCL11A",0.504791301804385,-8874.77493637639,-8867.90985003458,1.12387512650655,"InN",35," std logFC = 1.124"
"GABRG3",0.704407522342398,-8869.22015285561,-8862.38323739076,1.12348801545973,"InN",36," std logFC = 1.123"
"AC092422",0.408977521050066,-8582.33037540613,-8575.52085891547,1.10337493787458,"InN",37," std logFC = 1.103"
"KCNIP1",0.689650340681748,-8383.68396034745,-8376.90111210387,1.08930598940502,"InN",38," std logFC = 1.089"
"KIRREL1",0.360214407674411,-8040.54184186394,-8033.78496910676,1.06471280390541,"InN",39," std logFC = 1.065"
"RAB3C",0.638916919764434,-8006.97996569179,-8000.2484107426,1.06228684546439,"InN",40," std logFC = 1.062"
"MRAP2",0.431395020260327,-7717.98310186715,-7711.27623953055,1.04123828119447,"InN",41," std logFC = 1.041"
"RARB",0.462905600738138,-7641.54694989979,-7634.86418511476,1.03562215918171,"InN",42," std logFC = 1.036"
"RIPOR2",0.595393860827481,-7598.34032513326,-7591.68109084565,1.03243821624277,"InN",43," std logFC = 1.032"
"NRIP3",0.395799411417178,-7593.16510685291,-7586.52886208352,1.03205639171418,"InN",44," std logFC = 1.032"
"PLCB4",0.582718875612127,-7581.07839061729,-7574.46461870376,1.03116425837128,"InN",45," std logFC = 1.031"
"MYT1L",0.659224463576644,-7561.8292976291,-7555.23750462228,1.02974235326112,"InN",46," std logFC = 1.03"
"TOX2",0.451312926198388,-7463.85525908596,-7457.28497228436,1.02248381563507,"InN",47," std logFC = 1.022"
"TRMT9B",0.5357371566309,-7446.36053614918,-7439.81130275678,1.02118390659816,"InN",48," std logFC = 1.021"
"NXPH2",0.302214294395715,-7409.51441702173,-7402.98580291653,1.01844233314966,"InN",49," std logFC = 1.018"
"UBASH3B",0.54843372903392,-7350.52369138428,-7344.0152799864,1.01404224731759,"InN",50," std logFC = 1.014"
"KIAA1549L",0.61275458648957,-7337.30902364157,-7330.82041487099,1.01305473106082,"InN",51," std logFC = 1.013"
"GABRB2",0.647929807435571,-7275.33076016994,-7268.86156948521,1.00841408275677,"InN",52," std logFC = 1.008"
"PIP5K1B",0.59410727186782,-7229.46352450297,-7223.01338201321,1.00497001855483,"InN",53," std logFC = 1.005"
"MTUS2",0.640949878522473,-7205.47708785424,-7199.0456374975,1.00316560110554,"InN",54," std logFC = 1.003"
"GPR158",0.617469129276354,-7131.69073031378,-7125.27762909571,0.997600399760375,"InN",55," std logFC = 0.998"
"CELF4",0.624293807998035,-7117.60102015335,-7111.20593744078,0.996535197523236,"InN",56," std logFC = 0.997"
"LHFPL3",0.66453822657852,-7075.36211736984,-7068.98473423436,0.993337000151712,"InN",57," std logFC = 0.993"
"SLC35F1",0.65374085998136,-6978.49886258791,-6972.13887119514,0.985974867740128,"InN",58," std logFC = 0.986"
"MARCH4",0.513189540759082,-6904.78191898144,-6898.43902202203,0.980345448783332,"InN",59," std logFC = 0.98"
"SNRPN",0.60600442880931,-6902.39944425733,-6896.07335441624,0.980163122428326,"InN",60," std logFC = 0.98"
"ALK",0.616672690568125,-6899.08699566813,-6892.777435129,0.979909586288288,"InN",61," std logFC = 0.98"
"RBMS3",0.557820609377184,-6818.47031285759,-6812.17701283933,0.973724482522704,"InN",62," std logFC = 0.974"
"NMNAT2",0.595932071105983,-6623.4331301537,-6617.15583047679,0.958641492210915,"InN",63," std logFC = 0.959"
"SCN1A",0.607126940655607,-6580.06216459473,-6573.80061327479,0.955263893421444,"InN",64," std logFC = 0.955"
"GRM8",0.533636084369793,-6477.39209307625,-6471.14604594284,0.947233119926522,"InN",65," std logFC = 0.947"
"NETO2",0.49810247912794,-6402.66875328071,-6396.43797361943,0.94135666367419,"InN",66," std logFC = 0.941"
"LYPD6B",0.328223114515317,-6392.16800127525,-6385.95225949133,0.940528682958834,"InN",67," std logFC = 0.941"
"GPR155",0.551994780422521,-6357.06574595086,-6350.86481925273,0.937756957073786,"InN",68," std logFC = 0.938"
"CACNA2D2",0.266858570248573,-6308.56662462887,-6302.38029673016,0.93391737164465,"InN",69," std logFC = 0.934"
"ARL4C",0.347539277726707,-6306.57064395288,-6300.39870479162,0.933759102544548,"InN",70," std logFC = 0.934"
"GRIN2B",0.608418324432169,-6289.40613280769,-6283.24837828142,0.93239723750738,"InN",71," std logFC = 0.932"
"RELN",0.456122734323229,-6240.13729678449,-6233.9935285002,0.92847990471635,"InN",72," std logFC = 0.928"
"RIMBP2",0.553173117763747,-6227.06443751058,-6220.93446254843,0.927438421792076,"InN",73," std logFC = 0.927"
"CLVS2",0.538697164401175,-6153.04111099521,-6146.92474168511,0.921524601568872,"InN",74," std logFC = 0.922"
"FRMPD4",0.603630885636994,-6144.23844513412,-6138.13549884435,0.920819456157397,"InN",75," std logFC = 0.921"
"PCDH11X",0.602299957203845,-6096.4869656583,-6090.39726459528,0.916987202605842,"InN",76," std logFC = 0.917"
"CACNA1B",0.590432202311588,-6087.71664801979,-6081.64001903833,0.916282041374025,"InN",77," std logFC = 0.916"
"ME3",0.542067613783826,-6060.37922524916,-6054.31549967254,0.914081403976831,"InN",78," std logFC = 0.914"
"PAK3",0.581646915035985,-6023.94911658492,-6017.89813003408,0.911142601710251,"InN",79," std logFC = 0.911"
"SRRM3",0.529296104913559,-6017.52773993169,-6011.48933216306,0.910623851321242,"InN",80," std logFC = 0.911"
"KIT",0.314671677676025,-5997.72291341987,-5991.69692817124,0.909022514248594,"InN",81," std logFC = 0.909"
"STAT4",0.375840928051814,-5993.83407930128,-5987.82036414523,0.908707828999691,"InN",82," std logFC = 0.909"
"GRIK1",0.579608384474921,-5990.93909334773,-5984.93749955222,0.908473512717576,"InN",83," std logFC = 0.908"
"KLHL29",0.511432998214551,-5955.72853645765,-5949.73891885318,0.905619953163435,"InN",84," std logFC = 0.906"
"GRIK3",0.430865049169933,-5934.4214899532,-5928.44370680639,0.903889865245373,"InN",85," std logFC = 0.904"
"NEK10",0.551557350710325,-5868.07575913866,-5862.1096720316,0.898486578831739,"InN",86," std logFC = 0.898"
"NRSN1",0.498297521244745,-5852.79762840959,-5846.84310212494,0.89723881051887,"InN",87," std logFC = 0.897"
"SNTG1",0.604672667674334,-5826.38497488005,-5820.44187729122,0.895078564561613,"InN",88," std logFC = 0.895"
"PCDH11Y",0.562114665417704,-5826.15444563894,-5820.22264760537,0.895059692503842,"InN",89," std logFC = 0.895"
"LRCH1",0.517874634268607,-5795.2323470422,-5789.31172230922,0.892525530426728,"InN",90," std logFC = 0.893"
"SLC2A13",0.569651868338946,-5768.34092426991,-5762.43134937312,0.890317226045991,"InN",91," std logFC = 0.89"
"CACNG2",0.455907095419829,-5756.53707586982,-5750.63843004356,0.889346580958672,"InN",92," std logFC = 0.889"
"PTPRT",0.59592274967672,-5742.59736420479,-5736.70952929463,0.888199257734409,"InN",93," std logFC = 0.888"
"CFAP161",0.36795649310884,-5728.91265319264,-5723.0355135716,0.887071819293589,"InN",94," std logFC = 0.887"
"SYT10",0.273438083564712,-5663.78241021918,-5657.91585270747,0.881690837339327,"InN",95," std logFC = 0.882"
"KIAA1217",0.552792197067478,-5650.86633437733,-5645.01024816549,0.880620732385831,"InN",96," std logFC = 0.881"
"PDE10A",0.594568048601609,-5606.08371974416,-5600.23799631936,0.876902698301897,"InN",97," std logFC = 0.877"
"GRIN3A",0.409176940618314,-5598.60783386672,-5592.77236694208,0.876280838282737,"InN",98," std logFC = 0.876"
"CCSER1",0.563315753449907,-5528.42026170389,-5522.59494715071,0.870425802274944,"InN",99," std logFC = 0.87"
"ATP8A2",0.569705610557413,-5527.404552531,-5521.58928831369,0.870340848900631,"InN",100," std logFC = 0.87"
"MOBP",1.67497878050843,-62483.087856367,-62472.6674219637,4.12586924568303,"Oligodendrocyte",1," std logFC = 4.126"
"SLCO1A2",1.52805834384494,-61651.8123480567,-61642.0850608339,4.07574635684993,"Oligodendrocyte",2," std logFC = 4.076"
"ENPP2",1.61629306188964,-58873.5282920728,-58864.2064699581,3.91032230048486,"Oligodendrocyte",3," std logFC = 3.91"
"ST18",1.73740040461636,-57261.5389988514,-57252.5048588092,3.81575953348042,"Oligodendrocyte",4," std logFC = 3.816"
"MOG",1.40617390222968,-52762.7437882635,-52753.9327917726,3.55694044075833,"Oligodendrocyte",5," std logFC = 3.557"
"LINC01608",1.46858578458358,-52273.2288715403,-52264.6001966063,3.52920184980958,"Oligodendrocyte",6," std logFC = 3.529"
"FOLH1",1.37203215811093,-49911.8582615389,-49903.3837372846,3.39647040362157,"Oligodendrocyte",7," std logFC = 3.396"
"UGT8",1.42903234187323,-48291.8700318439,-48283.5290389822,3.30638776702958,"Oligodendrocyte",8," std logFC = 3.306"
"RNF220",1.6036382173944,-48144.873993301,-48136.650783475,3.29825095214721,"Oligodendrocyte",9," std logFC = 3.298"
"ABCA8",1.32992607014832,-46872.7271049154,-46864.6092556051,3.22807985066122,"Oligodendrocyte",10," std logFC = 3.228"
"TMEM144",1.57918965330039,-46661.591367687,-46653.5688285565,3.21647552062524,"Oligodendrocyte",11," std logFC = 3.216"
"KCNH8",1.57321725290625,-46422.203557308,-46414.2680295545,3.20333242799427,"Oligodendrocyte",12," std logFC = 3.203"
"TF",1.48482398212284,-46249.1393292425,-46241.2838441967,3.19383987353449,"Oligodendrocyte",13," std logFC = 3.194"
"LINC00639",1.36139551193176,-45748.4043045532,-45740.6229274795,3.16641733187207,"Oligodendrocyte",14," std logFC = 3.166"
"FAM107B",1.38916242278459,-44274.9739028788,-44267.2615186766,3.08608011455128,"Oligodendrocyte",15," std logFC = 3.086"
"C10orf90",1.51598955827563,-42807.3203957376,-42799.6725500565,3.00655041649164,"Oligodendrocyte",16," std logFC = 3.007"
"SHROOM4",1.36257963415598,-42739.2591600404,-42731.6719389812,3.00287348535045,"Oligodendrocyte",17," std logFC = 3.003"
"CREB5",1.49636839975714,-42395.4788495868,-42387.9487869414,2.98431566811329,"Oligodendrocyte",18," std logFC = 2.984"
"PLEKHH1",1.432077443176,-41687.2540040988,-41679.7780086746,2.94615892901862,"Oligodendrocyte",19," std logFC = 2.946"
"SH3TC2",1.21203914782376,-40195.8980610623,-40188.4733589325,2.86611625284085,"Oligodendrocyte",20," std logFC = 2.866"
"FRMD4B",1.49787718779447,-39784.4568765642,-39777.0809645987,2.84410161237725,"Oligodendrocyte",21," std logFC = 2.844"
"FA2H",1.25957686180184,-39305.3510172963,-39298.0216253463,2.81850075371601,"Oligodendrocyte",22," std logFC = 2.819"
"BCAS1",1.40256683426348,-39058.9070253264,-39051.622085139,2.80534590101003,"Oligodendrocyte",23," std logFC = 2.805"
"OPALIN",1.18001917238855,-37980.5038060292,-37973.2614254562,2.74788515754919,"Oligodendrocyte",24," std logFC = 2.748"
"LPAR1",1.3081124964878,-37822.45494192,-37815.2533833416,2.73947706420882,"Oligodendrocyte",25," std logFC = 2.739"
"AL359091",1.23026714198959,-37213.6196235372,-37206.457285672,2.70711655087166,"Oligodendrocyte",26," std logFC = 2.707"
"CD22",1.15571597009171,-37161.4469613673,-37154.32236383,2.70434556063698,"Oligodendrocyte",27," std logFC = 2.704"
"CLMN",1.3935000330528,-37154.2480288289,-37147.1597989358,2.70396323623601,"Oligodendrocyte",28," std logFC = 2.704"
"PLD1",1.32022352919073,-37047.1689479855,-37040.1158094122,2.69827713006627,"Oligodendrocyte",29," std logFC = 2.698"
"COL4A5",1.36160460253169,-36834.0109132358,-36826.9916762142,2.6869618709581,"Oligodendrocyte",30," std logFC = 2.687"
"PIEZO2",1.18342510930801,-35479.5838315886,-35472.5973843898,2.61517194166863,"Oligodendrocyte",31," std logFC = 2.615"
"LINC01170",1.32925758162736,-35397.5995507527,-35390.6448522522,2.61083183504579,"Oligodendrocyte",32," std logFC = 2.611"
"SLC5A11",1.24647495727851,-35328.6839078439,-35321.7599810021,2.60718398297504,"Oligodendrocyte",33," std logFC = 2.607"
"CNTN2",1.20513430723707,-34763.3432639455,-34756.4491900668,2.57727302026069,"Oligodendrocyte",34," std logFC = 2.577"
"DOCK5",1.4259536313321,-34753.7259078561,-34746.8608215143,2.57676438595806,"Oligodendrocyte",35," std logFC = 2.577"
"CERCAM",1.17544419724036,-34753.0448194854,-34746.2079040205,2.57672836539199,"Oligodendrocyte",36," std logFC = 2.577"
"PCSK6",1.31987099042271,-34703.5148277508,-34696.7053112601,2.57410896816515,"Oligodendrocyte",37," std logFC = 2.574"
"AC026316",1.37474282286042,-34398.5873553361,-34391.8045070926,2.55798638112625,"Oligodendrocyte",38," std logFC = 2.558"
"AC090502",1.14562984387303,-34264.7605197305,-34258.0036469733,2.55091229931224,"Oligodendrocyte",39," std logFC = 2.551"
"PLP1",1.38544797222947,-34212.8960149003,-34206.1644599511,2.54817102397603,"Oligodendrocyte",40," std logFC = 2.548"
"TMEM63A",1.18094496925115,-33986.3130327316,-33979.606170395,2.53619682545492,"Oligodendrocyte",41," std logFC = 2.536"
"VRK2",1.24192147880683,-33707.5539385643,-33700.8711737793,2.52146889214017,"Oligodendrocyte",42," std logFC = 2.521"
"CDH19",1.07366709504829,-32425.6055133596,-32418.946279072,2.45377641937645,"Oligodendrocyte",43," std logFC = 2.454"
"DAAM2",1.30284433023547,-32035.063195553,-32028.4269507836,2.4331615172008,"Oligodendrocyte",44," std logFC = 2.433"
"ATP10B",1.24616172721136,-31567.1793269218,-31560.5655550083,2.40846523735971,"Oligodendrocyte",45," std logFC = 2.408"
"ASPA",1.08874008533474,-31029.1897076625,-31022.5979146557,2.38006691391863,"Oligodendrocyte",46," std logFC = 2.38"
"HHIP",1.17361688218092,-28878.4452119486,-28871.874925147,2.26643871992458,"Oligodendrocyte",47," std logFC = 2.266"
"LDB3",1.07716416607305,-28636.4211128252,-28629.8718794328,2.25363416162402,"Oligodendrocyte",48," std logFC = 2.254"
"LINC01630",1.09967252667058,-28579.3301033236,-28572.8014892184,2.25061295974562,"Oligodendrocyte",49," std logFC = 2.251"
"PRR5L",1.06009624842811,-27736.2627556095,-27729.7543442117,2.20596126252327,"Oligodendrocyte",50," std logFC = 2.206"
"LINC00320",1.16366890208145,-27706.3329305564,-27699.8443217858,2.20437465902201,"Oligodendrocyte",51," std logFC = 2.204"
"LRP2",1.04180169967896,-27576.9949698828,-27570.525779198,2.19751711928702,"Oligodendrocyte",52," std logFC = 2.198"
"MYRF",0.994846810439524,-27367.4224182973,-27360.9722758076,2.18640111593973,"Oligodendrocyte",53," std logFC = 2.186"
"ANLN",1.01169893072079,-27332.0053915894,-27325.5739412327,2.18452199420149,"Oligodendrocyte",54," std logFC = 2.185"
"CNP",1.12079821487082,-27230.8689018845,-27224.4558006664,2.17915508107771,"Oligodendrocyte",55," std logFC = 2.179"
"CDK18",1.09935759744275,-27115.7175786427,-27109.3224959301,2.17304277347135,"Oligodendrocyte",56," std logFC = 2.173"
"CNDP1",0.995649420528314,-26872.2714244842,-26865.8940413487,2.16011435727762,"Oligodendrocyte",57," std logFC = 2.16"
"TMEM165",1.1522054092832,-26746.9737025036,-26740.6137111108,2.15345693423317,"Oligodendrocyte",58," std logFC = 2.153"
"CTNNA3",1.14825629014813,-26658.5940886421,-26652.2511916827,2.14875964106483,"Oligodendrocyte",59," std logFC = 2.149"
"POLR2F",1.16784427624697,-26537.6442217758,-26531.3181319347,2.14232929553702,"Oligodendrocyte",60," std logFC = 2.142"
